bathrooms,bedrooms,brokerId,city,country,currency,datePriceChanged,dateSold,daysOnZillow,desktopWebHdpImageLink,festimate,hiResImageLink,hideZestimate,homeStatus,homeStatusForHDP,homeType,imageLink,isFeatured,isListingClaimedByCurrentSignedInUser,isListingOwnedByCurrentSignedInAgent,isPreforeclosureAuction,isPremierBuilder,isRentalWithBasePrice,isUnmappable,isZillowOwned,latitude,listing_sub_type,livingArea,longitude,lotId,lotId64,lotSize,mediumImageLink,openHouse,open_house_info,photoCount,price,priceChange,priceForHDP,priceReduction,rentZestimate,rentalPetsFlags,shouldHighlight,state,streetAddress,tvCollectionImageLink,tvHighResImageLink,tvImageLink,watchImageLink,yearBuilt,zestimate,zillowHasRightsToImages,zipcode,zpid
3.0,3.0,13869,Brooklyn,USA,USD,,0,-1,https://www.zillowstatic.com/static/images/nophoto_p_h.png,,https://www.zillowstatic.com/static/images/nophoto_p_f.png,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://www.zillowstatic.com/static/images/nophoto_p_g.png,False,False,False,False,False,,False,False,40.65897,"{u'is_openHouse': True, u'is_FSBA': True}",1836.0,-73.8784,,,1703.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,4/6 1-3pm,"{u'open_house_showing': [{u'open_house_start': 1554580800000, u'open_house_end': 1554588000000}]}",0,825000.0,,825000.0,,,,False,NY,958 Ashford St,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,-1,,False,11207,30648053
2.0,3.0,13643,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISivnay5ds1s2a1000000000.jpg,,https://photos.zillowstatic.com/p_f/ISivnay5ds1s2a1000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISivnay5ds1s2a1000000000.jpg,False,False,False,False,False,,False,False,40.622148,{u'is_FSBA': True},1088.0,-73.926495,,,2600.0,https://photos.zillowstatic.com/p_c/ISivnay5ds1s2a1000000000.jpg,,,14,699000.0,,699000.0,,,64.0,False,NY,1570 E 51st St,https://photos.zillowstatic.com/p_l/ISivnay5ds1s2a1000000000.jpg,https://photos.zillowstatic.com/p_n/ISivnay5ds1s2a1000000000.jpg,https://photos.zillowstatic.com/p_m/ISivnay5ds1s2a1000000000.jpg,https://photos.zillowstatic.com/p_j/ISivnay5ds1s2a1000000000.jpg,-1,,False,11234,30763097
3.0,4.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS2rlhxlotz12w0000000000.jpg,,https://photos.zillowstatic.com/p_f/IS2rlhxlotz12w0000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/IS2rlhxlotz12w0000000000.jpg,False,False,False,False,False,,False,False,40.680801,"{u'is_openHouse': True, u'is_FSBA': True}",2028.0,-74.009201,143565.0,143565.0,-1.0,https://photos.zillowstatic.com/p_c/IS2rlhxlotz12w0000000000.jpg,Sun. 2-3pm,"{u'open_house_showing': [{u'open_house_start': 1554066000000, u'open_house_end': 1554069600000}]}",14,2150000.0,,2150000.0,,,128.0,False,NY,246 Van Brunt St # 3-FAMILY,https://photos.zillowstatic.com/p_l/IS2rlhxlotz12w0000000000.jpg,https://photos.zillowstatic.com/p_n/IS2rlhxlotz12w0000000000.jpg,https://photos.zillowstatic.com/p_m/IS2rlhxlotz12w0000000000.jpg,https://photos.zillowstatic.com/p_j/IS2rlhxlotz12w0000000000.jpg,-1,,False,11231,2085209437
3.0,4.0,14258,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISmqqwe0qjv1yv0000000000.jpg,510272.0,https://photos.zillowstatic.com/p_f/ISmqqwe0qjv1yv0000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/ISmqqwe0qjv1yv0000000000.jpg,False,False,False,False,False,,False,False,40.622227,{u'is_FSBA': True},2110.0,-73.910951,,,3136.0,https://photos.zillowstatic.com/p_c/ISmqqwe0qjv1yv0000000000.jpg,,,13,1170000.0,,1170000.0,,1800.0,64.0,False,NY,1415 E 70th St,https://photos.zillowstatic.com/p_l/ISmqqwe0qjv1yv0000000000.jpg,https://photos.zillowstatic.com/p_n/ISmqqwe0qjv1yv0000000000.jpg,https://photos.zillowstatic.com/p_m/ISmqqwe0qjv1yv0000000000.jpg,https://photos.zillowstatic.com/p_j/ISmqqwe0qjv1yv0000000000.jpg,-1,689558.0,False,11234,30781543
4.0,8.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISa9xwxj28ktxv0000000000.jpg,984010.0,https://photos.zillowstatic.com/p_f/ISa9xwxj28ktxv0000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/ISa9xwxj28ktxv0000000000.jpg,False,False,False,False,False,,False,False,40.702163,{u'is_FSBA': True},4875.0,-73.91941,,,2500.0,https://photos.zillowstatic.com/p_c/ISa9xwxj28ktxv0000000000.jpg,,,10,2575000.0,,2575000.0,,2795.0,,False,NY,181 Irving Ave,https://photos.zillowstatic.com/p_l/ISa9xwxj28ktxv0000000000.jpg,https://photos.zillowstatic.com/p_n/ISa9xwxj28ktxv0000000000.jpg,https://photos.zillowstatic.com/p_m/ISa9xwxj28ktxv0000000000.jpg,https://photos.zillowstatic.com/p_j/ISa9xwxj28ktxv0000000000.jpg,-1,1329744.0,False,11237,30626115
2.0,3.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISuws8x6ur3zxv0000000000.jpg,611093.0,https://photos.zillowstatic.com/p_f/ISuws8x6ur3zxv0000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISuws8x6ur3zxv0000000000.jpg,False,False,False,False,False,,False,False,40.618125,{u'is_FSBA': True},1050.0,-73.997218,,,1751.0,https://photos.zillowstatic.com/p_c/ISuws8x6ur3zxv0000000000.jpg,,,5,799000.0,,799000.0,,2300.0,,False,NY,1639 71st St,https://photos.zillowstatic.com/p_l/ISuws8x6ur3zxv0000000000.jpg,https://photos.zillowstatic.com/p_n/ISuws8x6ur3zxv0000000000.jpg,https://photos.zillowstatic.com/p_m/ISuws8x6ur3zxv0000000000.jpg,https://photos.zillowstatic.com/p_j/ISuws8x6ur3zxv0000000000.jpg,-1,825802.0,False,11204,30703330
4.0,5.0,0,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISmyowjtnv5njs0000000000.jpg,670807.0,https://photos.zillowstatic.com/p_f/ISmyowjtnv5njs0000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/ISmyowjtnv5njs0000000000.jpg,False,False,False,False,False,,False,False,40.69414,{u'is_FSBO': True},,-73.920664,222561.0,222561.0,-1.0,https://photos.zillowstatic.com/p_c/ISmyowjtnv5njs0000000000.jpg,,,19,1400000.0,,1400000.0,,2300.0,192.0,False,NY,72 Menahan St # 1,https://photos.zillowstatic.com/p_l/ISmyowjtnv5njs0000000000.jpg,https://photos.zillowstatic.com/p_n/ISmyowjtnv5njs0000000000.jpg,https://photos.zillowstatic.com/p_m/ISmyowjtnv5njs0000000000.jpg,https://photos.zillowstatic.com/p_j/ISmyowjtnv5njs0000000000.jpg,-1,906497.0,False,11221,2115855706
3.0,6.0,13643,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS2bhrx7frtfdj1000000000.jpg,486778.0,https://photos.zillowstatic.com/p_f/IS2bhrx7frtfdj1000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/IS2bhrx7frtfdj1000000000.jpg,False,False,False,False,False,,False,False,40.681042,{u'is_FSBA': True},2500.0,-73.879839,,,2008.0,https://photos.zillowstatic.com/p_c/IS2bhrx7frtfdj1000000000.jpg,,,2,650000.0,,650000.0,,2200.0,,False,NY,165 Hale Ave,https://photos.zillowstatic.com/p_l/IS2bhrx7frtfdj1000000000.jpg,https://photos.zillowstatic.com/p_n/IS2bhrx7frtfdj1000000000.jpg,https://photos.zillowstatic.com/p_m/IS2bhrx7frtfdj1000000000.jpg,https://photos.zillowstatic.com/p_j/IS2bhrx7frtfdj1000000000.jpg,-1,657809.0,False,11208,30638387
2.0,2.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISuk7ckybtmnc31000000000.jpg,400002.0,https://photos.zillowstatic.com/p_f/ISuk7ckybtmnc31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISuk7ckybtmnc31000000000.jpg,False,False,False,False,False,,False,False,40.614582,{u'is_FSBA': True},840.0,-73.946266,1004524345.0,1004524345.0,12000.0,https://photos.zillowstatic.com/p_c/ISuk7ckybtmnc31000000000.jpg,,,9,560000.0,,560000.0,,2300.0,192.0,False,NY,1495 E 28th St # 2A,https://photos.zillowstatic.com/p_l/ISuk7ckybtmnc31000000000.jpg,https://photos.zillowstatic.com/p_n/ISuk7ckybtmnc31000000000.jpg,https://photos.zillowstatic.com/p_m/ISuk7ckybtmnc31000000000.jpg,https://photos.zillowstatic.com/p_j/ISuk7ckybtmnc31000000000.jpg,-1,540544.0,False,11229,121710722
2.0,2.0,14224,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISesmo485e84c31000000000.jpg,971227.0,https://photos.zillowstatic.com/p_f/ISesmo485e84c31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISesmo485e84c31000000000.jpg,False,False,False,False,False,,False,False,40.703376,"{u'is_openHouse': True, u'is_FSBA': True}",1063.0,-73.989062,,,-1.0,https://photos.zillowstatic.com/p_c/ISesmo485e84c31000000000.jpg,Sun. 11:30am-1pm,"{u'open_house_showing': [{u'open_house_start': 1554057000000, u'open_house_end': 1554062400000}]}",7,1295000.0,,1295000.0,,4995.0,192.0,False,NY,133 Water St APT 5B,https://photos.zillowstatic.com/p_l/ISesmo485e84c31000000000.jpg,https://photos.zillowstatic.com/p_n/ISesmo485e84c31000000000.jpg,https://photos.zillowstatic.com/p_m/ISesmo485e84c31000000000.jpg,https://photos.zillowstatic.com/p_j/ISesmo485e84c31000000000.jpg,-1,1312470.0,False,11201,83042910
1.0,1.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS621c1fz4yvc31000000000.jpg,502967.0,https://photos.zillowstatic.com/p_f/IS621c1fz4yvc31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/IS621c1fz4yvc31000000000.jpg,False,False,False,False,False,,False,False,40.693299,{u'is_FSBA': True},637.0,-73.942332,,,-1.0,https://photos.zillowstatic.com/p_c/IS621c1fz4yvc31000000000.jpg,,,7,599999.0,,599999.0,,2200.0,128.0,False,NY,223 Pulaski St # 3B,https://photos.zillowstatic.com/p_l/IS621c1fz4yvc31000000000.jpg,https://photos.zillowstatic.com/p_n/IS621c1fz4yvc31000000000.jpg,https://photos.zillowstatic.com/p_m/IS621c1fz4yvc31000000000.jpg,https://photos.zillowstatic.com/p_j/IS621c1fz4yvc31000000000.jpg,-1,628709.0,False,11206,216117980
1.0,1.0,8458,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISyfi04vwxr9c31000000000.jpg,487512.0,https://photos.zillowstatic.com/p_f/ISyfi04vwxr9c31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISyfi04vwxr9c31000000000.jpg,False,False,False,False,False,,False,False,40.672488,"{u'is_openHouse': True, u'is_FSBA': True}",,-73.973954,,,-1.0,https://photos.zillowstatic.com/p_c/ISyfi04vwxr9c31000000000.jpg,Sun. 1-3pm,"{u'open_house_showing': [{u'open_house_start': 1554062400000, u'open_house_end': 1554069600000}]}",5,685000.0,,685000.0,,2500.0,,False,NY,118 8th Ave APT 7C,https://photos.zillowstatic.com/p_l/ISyfi04vwxr9c31000000000.jpg,https://photos.zillowstatic.com/p_n/ISyfi04vwxr9c31000000000.jpg,https://photos.zillowstatic.com/p_m/ISyfi04vwxr9c31000000000.jpg,https://photos.zillowstatic.com/p_j/ISyfi04vwxr9c31000000000.jpg,-1,658801.0,False,11215,89219225
2.0,6.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISqhmqx6ztrk931000000000.jpg,796182.0,https://photos.zillowstatic.com/p_f/ISqhmqx6ztrk931000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISqhmqx6ztrk931000000000.jpg,False,False,False,False,False,,False,False,40.615719,"{u'is_openHouse': True, u'is_FSBA': True}",1780.0,-73.988119,,,2000.0,https://photos.zillowstatic.com/p_c/ISqhmqx6ztrk931000000000.jpg,Sun. 12-2pm,"{u'open_house_showing': [{u'open_house_start': 1554058800000, u'open_house_end': 1554066000000}]}",10,999000.0,,999000.0,,2378.0,,False,NY,1952 67th St,https://photos.zillowstatic.com/p_l/ISqhmqx6ztrk931000000000.jpg,https://photos.zillowstatic.com/p_n/ISqhmqx6ztrk931000000000.jpg,https://photos.zillowstatic.com/p_m/ISqhmqx6ztrk931000000000.jpg,https://photos.zillowstatic.com/p_j/ISqhmqx6ztrk931000000000.jpg,-1,1075922.0,False,11204,30682730
2.0,2.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS6mkcm11607c31000000000.jpg,763141.0,https://photos.zillowstatic.com/p_f/IS6mkcm11607c31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/IS6mkcm11607c31000000000.jpg,False,False,False,False,False,,False,False,40.676192,"{u'is_openHouse': True, u'is_FSBA': True}",1100.0,-73.961133,,,-1.0,https://photos.zillowstatic.com/p_c/IS6mkcm11607c31000000000.jpg,Sun. 12-2pm,"{u'open_house_showing': [{u'open_house_start': 1554058800000, u'open_house_end': 1554066000000}]}",9,1175000.0,,1175000.0,,3250.0,128.0,False,NY,457 Prospect Pl APT 2B,https://photos.zillowstatic.com/p_l/IS6mkcm11607c31000000000.jpg,https://photos.zillowstatic.com/p_n/IS6mkcm11607c31000000000.jpg,https://photos.zillowstatic.com/p_m/IS6mkcm11607c31000000000.jpg,https://photos.zillowstatic.com/p_j/IS6mkcm11607c31000000000.jpg,-1,1031272.0,False,11238,83043859
1.0,1.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS2r9o25g1vkc31000000000.jpg,543979.0,https://photos.zillowstatic.com/p_f/IS2r9o25g1vkc31000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/IS2r9o25g1vkc31000000000.jpg,False,False,False,False,False,,False,False,40.73099,{u'is_FSBA': True},623.0,-73.959397,,,-1.0,https://photos.zillowstatic.com/p_c/IS2r9o25g1vkc31000000000.jpg,,,8,760000.0,,760000.0,,2650.0,192.0,False,NY,122 West St APT 4Q,https://photos.zillowstatic.com/p_l/IS2r9o25g1vkc31000000000.jpg,https://photos.zillowstatic.com/p_n/IS2r9o25g1vkc31000000000.jpg,https://photos.zillowstatic.com/p_m/IS2r9o25g1vkc31000000000.jpg,https://photos.zillowstatic.com/p_j/IS2r9o25g1vkc31000000000.jpg,-1,735108.0,False,11222,112080526
6.0,5.0,15884,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISi3ybkejx1hxh1000000000.jpg,900201.0,https://photos.zillowstatic.com/p_f/ISi3ybkejx1hxh1000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISi3ybkejx1hxh1000000000.jpg,False,False,False,False,False,,False,False,40.66741,{u'is_FSBA': True},2103.0,-73.988408,,,1916.0,https://photos.zillowstatic.com/p_c/ISi3ybkejx1hxh1000000000.jpg,,,11,2599000.0,,2599000.0,,2690.0,,False,NY,272 12th St,https://photos.zillowstatic.com/p_l/ISi3ybkejx1hxh1000000000.jpg,https://photos.zillowstatic.com/p_n/ISi3ybkejx1hxh1000000000.jpg,https://photos.zillowstatic.com/p_m/ISi3ybkejx1hxh1000000000.jpg,https://photos.zillowstatic.com/p_j/ISi3ybkejx1hxh1000000000.jpg,-1,1216489.0,False,11215,30585596
1.0,1.0,13559,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISin1obpf63m4u0000000000.jpg,933110.0,https://photos.zillowstatic.com/p_f/ISin1obpf63m4u0000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISin1obpf63m4u0000000000.jpg,False,False,False,False,False,,False,False,40.703348,{u'is_FSBA': True},980.0,-73.98524,,,-1.0,https://photos.zillowstatic.com/p_c/ISin1obpf63m4u0000000000.jpg,,,7,1175000.0,,1175000.0,,4500.0,192.0,False,NY,50 Bridge St APT 515,https://photos.zillowstatic.com/p_l/ISin1obpf63m4u0000000000.jpg,https://photos.zillowstatic.com/p_n/ISin1obpf63m4u0000000000.jpg,https://photos.zillowstatic.com/p_m/ISin1obpf63m4u0000000000.jpg,https://photos.zillowstatic.com/p_j/ISin1obpf63m4u0000000000.jpg,-1,1260960.0,False,11201,64578272
3.0,5.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISibkef0vljn931000000000.jpg,986931.0,https://photos.zillowstatic.com/p_f/ISibkef0vljn931000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/ISibkef0vljn931000000000.jpg,False,False,False,False,False,,False,False,40.626267,{u'is_FSBA': True},2200.0,-73.999342,,,2099.0,https://photos.zillowstatic.com/p_c/ISibkef0vljn931000000000.jpg,,,7,1499000.0,,1499000.0,,2300.0,64.0,False,NY,1346 63rd St,https://photos.zillowstatic.com/p_l/ISibkef0vljn931000000000.jpg,https://photos.zillowstatic.com/p_n/ISibkef0vljn931000000000.jpg,https://photos.zillowstatic.com/p_m/ISibkef0vljn931000000000.jpg,https://photos.zillowstatic.com/p_j/ISibkef0vljn931000000000.jpg,-1,1333691.0,False,11219,30689154
3.0,4.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS2zfqenm53t931000000000.jpg,,https://photos.zillowstatic.com/p_f/IS2zfqenm53t931000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/IS2zfqenm53t931000000000.jpg,False,False,False,False,False,,False,False,40.608867,{u'is_FSBA': True},2600.0,-73.970229,,,2000.0,https://photos.zillowstatic.com/p_c/IS2zfqenm53t931000000000.jpg,,,1,1799999.0,,1799999.0,,2199.0,,False,NY,466 Avenue P,https://photos.zillowstatic.com/p_l/IS2zfqenm53t931000000000.jpg,https://photos.zillowstatic.com/p_n/IS2zfqenm53t931000000000.jpg,https://photos.zillowstatic.com/p_m/IS2zfqenm53t931000000000.jpg,https://photos.zillowstatic.com/p_j/IS2zfqenm53t931000000000.jpg,-1,,False,11223,30720942
2.0,3.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISq9cp73243u0z0000000000.jpg,786995.0,https://photos.zillowstatic.com/p_f/ISq9cp73243u0z0000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISq9cp73243u0z0000000000.jpg,False,False,False,False,False,,False,False,40.615843,"{u'is_openHouse': True, u'is_FSBA': True}",1568.0,-73.970946,,,1950.0,https://photos.zillowstatic.com/p_c/ISq9cp73243u0z0000000000.jpg,Sun. 11am-1pm,"{u'open_house_showing': [{u'open_house_start': 1554055200000, u'open_house_end': 1554062400000}]}",2,1200000.0,,1200000.0,,2450.0,128.0,False,NY,1425 E 4th St,https://photos.zillowstatic.com/p_l/ISq9cp73243u0z0000000000.jpg,https://photos.zillowstatic.com/p_n/ISq9cp73243u0z0000000000.jpg,https://photos.zillowstatic.com/p_m/ISq9cp73243u0z0000000000.jpg,https://photos.zillowstatic.com/p_j/ISq9cp73243u0z0000000000.jpg,-1,1063507.0,False,11230,30718029
1.0,2.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISu0o7c35xl28z0000000000.jpg,435339.0,https://photos.zillowstatic.com/p_f/ISu0o7c35xl28z0000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISu0o7c35xl28z0000000000.jpg,False,False,False,False,False,,False,False,40.633958,{u'is_FSBA': True},1050.0,-74.036345,,,-1.0,https://photos.zillowstatic.com/p_c/ISu0o7c35xl28z0000000000.jpg,,,13,615000.0,,615000.0,,2266.0,,False,NY,7401 Shore Rd APT 3K,https://photos.zillowstatic.com/p_l/ISu0o7c35xl28z0000000000.jpg,https://photos.zillowstatic.com/p_n/ISu0o7c35xl28z0000000000.jpg,https://photos.zillowstatic.com/p_m/ISu0o7c35xl28z0000000000.jpg,https://photos.zillowstatic.com/p_j/ISu0o7c35xl28z0000000000.jpg,-1,588296.0,False,11209,119914294
2.0,3.0,13501,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS6yx68xq7vz8z0000000000.jpg,,https://photos.zillowstatic.com/p_f/IS6yx68xq7vz8z0000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/IS6yx68xq7vz8z0000000000.jpg,False,False,False,False,False,,False,False,40.603698,{u'is_FSBA': True},1344.0,-73.987998,343177.0,343177.0,-1.0,https://photos.zillowstatic.com/p_c/IS6yx68xq7vz8z0000000000.jpg,,,2,1100000.0,,1100000.0,,,,False,NY,2306 80th St # 1,https://photos.zillowstatic.com/p_l/IS6yx68xq7vz8z0000000000.jpg,https://photos.zillowstatic.com/p_n/IS6yx68xq7vz8z0000000000.jpg,https://photos.zillowstatic.com/p_m/IS6yx68xq7vz8z0000000000.jpg,https://photos.zillowstatic.com/p_j/IS6yx68xq7vz8z0000000000.jpg,-1,,False,11214,2085212395
2.0,2.0,14224,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISuk78xp6ynd7z0000000000.jpg,843791.0,https://photos.zillowstatic.com/p_f/ISuk78xp6ynd7z0000000000.jpg,False,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/p_g/ISuk78xp6ynd7z0000000000.jpg,False,False,False,False,False,,False,False,40.721097,"{u'is_openHouse': True, u'is_FSBA': True}",1010.0,-73.947378,,,-1.0,https://photos.zillowstatic.com/p_c/ISuk78xp6ynd7z0000000000.jpg,Sun. 11:30am-1:30pm,"{u'open_house_showing': [{u'open_house_start': 1554057000000, u'open_house_end': 1554064200000}]}",7,1345000.0,,1345000.0,,3900.0,192.0,False,NY,100 Engert Ave APT 2B,https://photos.zillowstatic.com/p_l/ISuk78xp6ynd7z0000000000.jpg,https://photos.zillowstatic.com/p_n/ISuk78xp6ynd7z0000000000.jpg,https://photos.zillowstatic.com/p_m/ISuk78xp6ynd7z0000000000.jpg,https://photos.zillowstatic.com/p_j/ISuk78xp6ynd7z0000000000.jpg,-1,1140259.0,False,11222,94717234
3.0,6.0,13869,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/IS2j3e87jpwdi90000000000.jpg,,https://photos.zillowstatic.com/p_f/IS2j3e87jpwdi90000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/IS2j3e87jpwdi90000000000.jpg,False,False,False,False,False,,False,False,40.658878,{u'is_FSBA': True},,-73.929371,,,1999.0,https://photos.zillowstatic.com/p_c/IS2j3e87jpwdi90000000000.jpg,,,1,949000.0,,949000.0,,,,False,NY,92 E 52nd St,https://photos.zillowstatic.com/p_l/IS2j3e87jpwdi90000000000.jpg,https://photos.zillowstatic.com/p_n/IS2j3e87jpwdi90000000000.jpg,https://photos.zillowstatic.com/p_m/IS2j3e87jpwdi90000000000.jpg,https://photos.zillowstatic.com/p_j/IS2j3e87jpwdi90000000000.jpg,-1,,False,11203,2085212703
2.0,4.0,0,Brooklyn,USA,USD,,0,-1,https://photos.zillowstatic.com/p_h/ISmqmhgwahwpfi1000000000.jpg,875747.0,https://photos.zillowstatic.com/p_f/ISmqmhgwahwpfi1000000000.jpg,False,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/p_g/ISmqmhgwahwpfi1000000000.jpg,False,False,False,False,False,,False,False,40.617339,"{u'is_openHouse': True, u'is_FSBO': True}",2036.0,-74.008206,,,1850.0,https://photos.zillowstatic.com/p_c/ISmqmhgwahwpfi1000000000.jpg,Sat. 1-5pm,"{u'open_house_showing': [{u'open_house_start': 1553976000000, u'open_house_end': 1553990400000}]}",32,1299000.0,,1299000.0,,2400.0,128.0,False,NY,1355 79th St,https://photos.zillowstatic.com/p_l/ISmqmhgwahwpfi1000000000.jpg,https://photos.zillowstatic.com/p_n/ISmqmhgwahwpfi1000000000.jpg,https://photos.zillowstatic.com/p_m/ISmqmhgwahwpfi1000000000.jpg,https://photos.zillowstatic.com/p_j/ISmqmhgwahwpfi1000000000.jpg,-1,1183442.0,False,11228,30707784
,,16886,Brooklyn,USA,USD,,0,-1,https://www.zillowstatic.com/static/images/nophoto_p_h.png,754575.0,https://www.zillowstatic.com/static/images/nophoto_p_f.png,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://www.zillowstatic.com/static/images/nophoto_p_g.png,False,False,False,False,False,True,False,False,40.693457,{u'is_forAuction': True},2633.0,-73.950793,,,1742.0,https://www.zillowstatic.com/static/images/nophoto_p_c.png,,,0,915022.0,,915022.0,,2450.0,,False,NY,470 Willoughby Ave,https://www.zillowstatic.com/static/images/nophoto_p_l.png,https://www.zillowstatic.com/static/images/nophoto_p_n.png,https://www.zillowstatic.com/static/images/nophoto_p_m.png,https://www.zillowstatic.com/static/images/nophoto_p_j.png,-1,1019696.0,False,11206,30607309
,0.0,16886,Brooklyn,USA,USD,,0,247,https://photos.zillowstatic.com/p_h/ISqdbfq78nczkt0000000000.jpg,595034.0,https://photos.zillowstatic.com/p_f/ISqdbfq78nczkt0000000000.jpg,False,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/p_g/ISqdbfq78nczkt0000000000.jpg,False,False,False,True,False,True,False,False,40.578313,{u'is_forAuction': True},1987.0,-73.963392,,,2613.0,https://photos.zillowstatic.com/p_c/ISqdbfq78nczkt0000000000.jpg,,,10,,,,,2100.0,64.0,False,NY,3039 Brighton 4th St,https://photos.zillowstatic.com/p_l/ISqdbfq78nczkt0000000000.jpg,https://photos.zillowstatic.com/p_n/ISqdbfq78nczkt0000000000.jpg,https://photos.zillowstatic.com/p_m/ISqdbfq78nczkt0000000000.jpg,https://photos.zillowstatic.com/p_j/ISqdbfq78nczkt0000000000.jpg,-1,804100.0,False,11235,30789579
